index,numbers,holes,horizontal_cuts,vertical_cuts,pixel_count,mass_x,mass_y,longest_contour,contours_count,straightness
33854,0,2,2,2,206,14.344660194174757,13.354368932038835,59,2,1.3728813559322033
33855,7,1,2,2,225,13.586666666666666,14.084444444444445,81,1,2.074074074074074
33856,0,2,2,2,190,14.347368421052632,14.036842105263158,54,2,1.0555555555555556
33857,2,2,2,3,223,13.560538116591928,13.834080717488789,76,2,2.2105263157894739
33858,9,2,2,3,167,14.245508982035927,14.149700598802395,57,2,1.5614035087719298
33859,0,2,2,2,178,13.426966292134832,14.174157303370787,54,2,1.5
33860,0,2,2,2,149,13.677852348993289,14.248322147651006,50,2,1.1200000000000001
33861,9,1,3,2,165,14.593939393939394,13.957575757575757,73,4,1.8630136986301369
33862,3,1,2,3,165,14.078787878787878,14.078787878787878,90,1,1.7777777777777777
33863,9,2,2,2,207,14.27536231884058,14.541062801932368,66,2,1.8333333333333333
33864,9,2,2,3,159,14.0062893081761,13.962264150943396,53,2,1.0566037735849056
33865,7,1,2,2,140,13.914285714285715,13.792857142857143,73,1,1.4383561643835616
33866,8,3,2,2,109,13.807339449541285,14.422018348623853,63,2,1.6349206349206349
33867,2,1,2,3,222,13.734234234234235,14.045045045045045,91,1,1.945054945054945
33868,0,2,3,2,185,13.54054054054054,14.427027027027027,59,2,1.7796610169491525
33869,3,1,2,3,154,14.25974025974026,13.5,100,1,2.0899999999999999
33870,5,2,2,3,155,14.174193548387096,13.974193548387097,77,2,1.4675324675324675
33871,6,1,2,2,163,14.030674846625766,14.374233128834355,59,3,2.152542372881356
33872,3,1,2,3,202,13.821782178217822,13.856435643564357,78,1,1.5256410256410255
33873,7,1,2,2,147,13.36734693877551,13.27891156462585,74,1,1.5405405405405406
33874,1,1,1,1,96,13.635416666666666,14.041666666666666,45,1,1.0666666666666667
33875,0,2,2,2,200,14.085,13.92,59,2,1.2033898305084745
33876,1,1,1,2,98,14.459183673469388,13.918367346938776,49,1,1.7755102040816326
33877,5,1,2,3,111,14.126126126126126,14.027027027027026,77,1,2.1948051948051948
33878,5,1,2,3,136,14.411764705882353,13.573529411764707,61,2,1.5901639344262295
33879,2,1,2,2,139,14.29496402877698,14.503597122302159,66,1,1.9393939393939394
33880,5,1,2,3,175,14.08,14.474285714285715,64,2,2.25
33881,3,1,2,3,129,14.372093023255815,14.023255813953488,78,1,1.9615384615384615
33882,3,1,2,3,165,14.496969696969696,14.2,92,1,2.2717391304347827
33883,7,1,2,2,147,14.333333333333334,13.727891156462585,72,1,2.2083333333333335
33884,9,2,2,3,122,13.565573770491802,13.942622950819672,54,2,1.9259259259259258
33885,2,1,3,3,123,13.796747967479675,13.861788617886178,81,1,2.1111111111111112
33886,4,1,2,2,132,13.886363636363637,13.659090909090908,71,1,1.9014084507042253
33887,0,2,3,2,227,13.907488986784141,13.964757709251101,55,2,1.4727272727272727
33888,5,1,2,2,116,13.75,13.706896551724139,71,1,1.6901408450704225
33889,0,2,3,2,189,14.486772486772487,14.301587301587302,56,2,1.5714285714285714
33890,0,2,2,3,162,14.117283950617283,13.722222222222221,50,2,0.97999999999999998
33891,1,1,1,1,83,13.674698795180722,14.313253012048193,45,1,0.53333333333333333
33892,0,2,2,2,190,13.936842105263159,13.963157894736842,57,2,1.4210526315789473
33893,2,1,2,2,132,13.878787878787879,13.871212121212121,69,1,1.855072463768116
33894,7,1,2,2,130,14.661538461538461,14.361538461538462,65,1,1.7384615384615385
33895,5,1,2,3,128,14.3203125,14.1640625,48,6,1.25
33896,7,1,2,2,116,14.232758620689655,13.456896551724139,68,1,2.25
33897,2,2,2,3,125,13.904,13.968,63,2,1.5238095238095237
33898,1,1,1,1,63,14.26984126984127,14.015873015873016,44,1,1.2727272727272727
33899,6,2,2,3,133,13.789473684210526,14.022556390977444,55,3,1.8909090909090909
33900,4,1,2,2,145,13.537931034482758,13.758620689655173,80,1,1.7124999999999999
33901,0,2,3,2,231,13.575757575757576,14.06060606060606,58,2,1.2586206896551724
33902,8,3,2,3,142,14.47887323943662,14.373239436619718,50,3,1.4399999999999999
33903,2,1,2,2,173,13.751445086705202,14.080924855491329,71,1,2.140845070422535
33904,0,2,2,2,151,13.42384105960265,14.357615894039736,92,1,2.2391304347826089
33905,7,1,2,1,158,14.272151898734178,13.753164556962025,65,1,1.1230769230769231
33906,7,1,2,2,119,13.873949579831933,14.260504201680673,72,1,2.1111111111111112
33907,6,2,2,2,210,13.633333333333333,13.876190476190477,59,2,1.6440677966101696
33908,3,1,2,3,164,13.524390243902438,14.103658536585366,92,1,1.923913043478261
33909,0,2,2,2,171,14.385964912280702,13.660818713450292,53,2,1.3396226415094339
33910,9,2,2,2,142,14.211267605633802,13.654929577464788,59,2,1.7627118644067796
33911,7,1,2,3,121,13.636363636363637,14.016528925619834,66,1,2.0606060606060606
33912,0,2,2,2,192,13.557291666666666,14.197916666666666,51,2,2.1764705882352939
33913,2,1,3,3,148,13.972972972972974,13.641891891891891,82,1,2.1585365853658538
33914,5,1,1,3,118,14.686440677966102,13.508474576271187,69,1,1.7536231884057971
33915,7,1,3,2,147,13.673469387755102,13.476190476190476,75,1,2.04
33916,7,1,2,2,154,13.928571428571429,14.155844155844155,75,1,1.3733333333333333
33917,9,3,2,2,189,13.544973544973544,13.793650793650794,54,3,1.9444444444444444
33918,1,1,1,2,92,13.771739130434783,13.717391304347826,46,1,1.5652173913043479
33919,0,2,2,2,168,14.404761904761905,14.154761904761905,56,2,1.0
33920,9,1,2,3,103,13.844660194174757,13.883495145631068,62,1,2.064516129032258
33921,3,1,2,3,188,14.079787234042554,13.351063829787234,100,1,2.1699999999999999
33922,7,1,2,2,87,14.114942528735632,14.172413793103448,34,2,1.0588235294117647
33923,7,1,2,3,105,13.647619047619047,13.761904761904763,67,2,1.8059701492537314
33924,2,2,2,3,171,13.90643274853801,13.748538011695906,74,2,1.9594594594594594
33925,6,2,2,3,127,14.409448818897637,14.181102362204724,50,2,1.76
33926,6,1,2,2,149,13.651006711409396,13.953020134228188,69,1,1.7536231884057971
33927,8,3,2,4,133,13.443609022556391,14.233082706766917,57,3,1.2807017543859649
33928,9,2,2,3,106,13.745283018867925,14.066037735849056,71,1,1.5070422535211268
33929,1,1,1,2,101,13.732673267326733,14.05940594059406,49,1,2.7551020408163267
33930,8,3,2,3,148,13.675675675675675,14.263513513513514,69,2,1.9565217391304348
33931,7,1,2,3,163,14.36196319018405,14.220858895705522,73,1,2.4246575342465753
33932,6,2,2,3,130,14.176923076923076,14.107692307692307,52,4,2.0
33933,2,2,2,3,212,13.754716981132075,14.339622641509434,89,2,1.9775280898876404
33934,4,1,2,3,106,13.79245283018868,13.933962264150944,67,1,3.2388059701492535
33935,8,3,2,3,160,13.5375,14.09375,75,2,1.7066666666666668
33936,4,1,2,2,138,13.543478260869565,13.876811594202898,81,2,1.691358024691358
33937,7,1,2,3,110,14.045454545454545,13.8,76,1,2.736842105263158
33938,1,1,1,1,103,14.436893203883495,14.145631067961165,46,1,2.0869565217391304
33939,0,2,2,2,216,13.805555555555555,14.467592592592593,58,2,1.9310344827586208
33940,6,2,2,3,123,13.373983739837398,14.268292682926829,55,3,1.8909090909090909
33941,9,2,2,3,111,14.08108108108108,13.82882882882883,68,2,2.0882352941176472
33942,8,3,2,3,161,14.434782608695652,13.801242236024844,55,3,2.0181818181818181
33943,6,2,2,3,184,13.771739130434783,13.983695652173912,67,2,2.1492537313432836
33944,5,1,2,3,146,14.294520547945206,14.13013698630137,95,1,1.4421052631578948
33945,0,2,3,3,188,14.46808510638298,14.297872340425531,54,3,1.6296296296296295
33946,2,1,3,2,149,13.74496644295302,14.181208053691275,70,1,1.6285714285714286
33947,2,2,2,3,164,13.871951219512194,14.426829268292684,85,2,1.9764705882352942
33948,5,1,2,2,116,14.181034482758621,13.810344827586206,68,1,2.1323529411764706
33949,5,1,2,3,160,14.21875,14.26875,63,2,2.074074074074074
33950,4,1,2,3,163,13.957055214723926,13.417177914110429,71,1,2.380281690140845
33951,7,1,2,2,155,13.96774193548387,14.096774193548388,39,3,1.7435897435897436
33952,4,1,2,2,149,14.181208053691275,13.295302013422818,65,1,1.476923076923077
33953,9,2,2,2,140,14.035714285714286,13.778571428571428,48,2,1.8541666666666667
33954,8,4,3,3,275,13.796363636363637,14.483636363636364,61,3,1.180327868852459
33955,5,1,2,3,167,13.886227544910179,13.808383233532934,110,1,1.8999999999999999
33956,7,1,2,2,112,14.026785714285714,13.866071428571429,67,1,1.4328358208955223
33957,3,1,2,3,159,14.11320754716981,13.955974842767295,48,5,0.85416666666666663
33958,7,1,2,2,102,13.754901960784315,14.029411764705882,64,1,2.125
33959,1,1,1,1,137,13.75912408759124,13.905109489051094,50,1,1.78
33960,3,1,2,2,107,13.046728971962617,13.77570093457944,66,1,1.4545454545454546
33961,0,2,2,2,160,13.75625,14.3625,56,2,1.7142857142857142
33962,9,3,2,2,152,14.013157894736842,13.907894736842104,54,2,1.6296296296296295
33963,9,2,2,3,117,13.717948717948717,14.222222222222221,52,2,1.8461538461538463
33964,2,2,3,3,179,13.938547486033519,14.083798882681565,87,2,1.7586206896551724
33965,4,1,2,2,182,13.81868131868132,13.664835164835164,79,1,1.7215189873417722
33966,6,2,3,3,153,13.875816993464053,14.483660130718954,69,2,1.7391304347826086
33967,6,2,3,2,171,13.941520467836257,14.456140350877194,85,2,1.223529411764706
33968,1,1,1,1,73,13.643835616438356,14.232876712328768,44,1,2.1818181818181817
33969,1,1,1,2,90,14.133333333333333,14.2,49,1,1.9591836734693877
33970,4,1,3,2,177,14.01129943502825,14.338983050847459,85,1,1.6941176470588235
33971,9,2,2,2,103,14.37864077669903,14.009708737864077,73,2,1.8082191780821917
33972,5,2,2,3,178,13.123595505617978,14.151685393258427,71,2,1.704225352112676
33973,7,1,1,3,120,13.583333333333334,14.033333333333333,71,1,1.5774647887323943
33974,3,1,2,3,142,13.943661971830986,13.788732394366198,89,2,2.1573033707865168
33975,0,1,2,2,199,13.658291457286433,14.0,94,1,1.7765957446808511
33976,0,2,2,2,228,13.758771929824562,14.18859649122807,57,2,1.2807017543859649
33977,5,1,2,2,132,13.530303030303031,14.56060606060606,70,1,1.7285714285714286
33978,5,1,2,3,130,13.253846153846155,14.507692307692308,51,2,1.1379310344827587
33979,0,2,2,2,144,13.73611111111111,14.493055555555555,52,2,1.25
33980,6,2,2,3,155,13.361290322580645,13.729032258064516,71,2,1.4647887323943662
33981,6,1,2,2,181,13.546961325966851,13.839779005524862,60,1,1.8666666666666667
33982,3,1,2,3,136,14.110294117647058,14.338235294117647,77,1,2.168831168831169
33983,2,3,2,3,230,14.02608695652174,13.995652173913044,66,3,1.4696969696969697
33984,4,1,3,2,139,14.007194244604317,14.338129496402878,69,1,2.318840579710145
33985,0,2,2,2,205,13.795121951219512,13.770731707317074,57,2,1.6666666666666667
33986,9,1,2,2,144,14.555555555555555,14.027777777777779,53,2,1.8113207547169812
33987,2,1,2,3,228,14.135964912280702,14.175438596491228,89,1,1.797752808988764
33988,8,3,2,3,160,14.425,14.21875,59,3,1.3728813559322033
33989,2,1,2,3,162,13.895061728395062,13.592592592592593,77,2,1.974025974025974
33990,9,2,2,3,186,13.46774193548387,13.661290322580646,58,2,1.8103448275862069
33991,7,1,2,2,132,14.43939393939394,14.204545454545455,71,1,2.380281690140845
33992,6,2,2,3,92,14.152173913043478,14.021739130434783,47,2,1.7234042553191489
33993,3,1,2,3,98,14.479591836734693,14.13265306122449,66,1,2.106060606060606
33994,1,1,1,1,71,13.746478873239436,14.04225352112676,45,1,0.53333333333333333
33995,9,2,2,2,134,13.888059701492537,14.253731343283581,57,2,1.7017543859649122
33996,7,1,2,2,192,14.020833333333334,14.088541666666666,62,2,1.9516129032258065
33997,2,1,2,3,147,13.857142857142858,14.238095238095237,73,1,2.095890410958904
33998,7,1,2,2,131,14.007633587786259,13.954198473282442,37,4,0.97297297297297303
33999,9,2,2,2,120,13.833333333333334,14.1,51,2,2.0392156862745097
34000,1,1,1,3,79,14.10126582278481,14.227848101265822,43,1,1.3023255813953489
34001,2,2,2,3,198,14.429292929292929,13.848484848484848,87,2,1.6666666666666667
34002,7,1,1,2,132,15.045454545454545,13.886363636363637,44,2,1.5681818181818181
34003,9,2,2,3,135,14.540740740740741,14.037037037037036,54,2,1.7962962962962963
34004,4,1,2,2,115,14.28695652173913,13.895652173913044,72,1,1.5694444444444444
34005,4,1,2,3,115,14.330434782608696,13.956521739130435,68,2,2.8088235294117645
34006,2,2,2,3,133,14.25563909774436,14.24812030075188,69,2,2.2173913043478262
34007,9,2,2,2,86,13.406976744186046,14.011627906976743,47,2,1.0
34008,7,1,2,2,111,13.945945945945946,13.882882882882884,71,1,2.0140845070422535
34009,8,3,2,4,223,13.739910313901346,14.20627802690583,71,3,1.704225352112676
34010,1,1,1,2,75,14.52,14.013333333333334,44,1,2.3636363636363638
34011,2,2,2,3,199,13.809045226130653,14.06030150753769,77,2,1.2337662337662338
34012,7,1,2,2,140,14.664285714285715,14.357142857142858,76,1,1.6842105263157894
34013,5,1,1,3,71,13.816901408450704,13.943661971830986,61,2,2.1475409836065573
34014,9,2,2,3,131,13.770992366412214,13.641221374045802,51,2,1.5686274509803921
34015,1,1,1,1,63,13.857142857142858,14.142857142857142,44,1,0.36363636363636365
34016,9,2,2,3,73,14.602739726027398,13.95890410958904,28,3,1.5714285714285714
34017,5,1,2,3,170,14.347058823529412,14.076470588235294,89,1,1.8089887640449438
34018,0,2,2,2,139,13.79136690647482,13.798561151079136,50,2,1.28
34019,3,1,2,4,131,14.022900763358779,14.419847328244275,90,1,1.9333333333333333
34020,2,1,2,2,128,14.203125,13.796875,71,1,1.8028169014084507
34021,4,1,2,2,180,14.266666666666667,13.61111111111111,86,1,2.2325581395348837
34022,4,1,2,2,222,14.41891891891892,14.27927927927928,84,1,2.0952380952380953
34023,0,2,3,2,169,13.8698224852071,14.053254437869823,52,2,1.6923076923076923
34024,5,1,2,3,114,13.973684210526315,14.403508771929825,70,1,2.0428571428571427
34025,1,1,1,1,67,13.492537313432836,14.119402985074627,43,1,1.1395348837209303
34026,7,1,2,2,156,14.39102564102564,13.461538461538462,69,1,2.3333333333333335
34027,3,1,2,3,154,14.318181818181818,14.116883116883116,90,1,2.3999999999999999
34028,3,1,3,3,201,14.457711442786069,14.16915422885572,93,2,1.989247311827957
34029,8,3,2,3,198,13.757575757575758,13.969696969696969,62,3,1.435483870967742
34030,2,1,2,2,228,14.31140350877193,14.092105263157896,74,2,1.7432432432432432
34031,7,2,2,2,229,13.441048034934498,13.777292576419214,73,2,2.0821917808219177
34032,2,2,2,3,109,14.247706422018348,13.788990825688073,61,4,1.8032786885245902
34033,8,3,2,3,136,14.183823529411764,13.647058823529411,52,3,1.4038461538461537
34034,6,2,3,3,170,14.58235294117647,13.729411764705882,76,2,2.1052631578947367
34035,1,1,1,2,55,14.436363636363636,14.381818181818181,48,1,2.5833333333333335
34036,8,3,2,3,187,14.406417112299465,14.3475935828877,82,2,1.475609756097561
34037,3,1,2,3,136,13.992647058823529,14.132352941176471,86,1,1.7790697674418605
34038,9,2,2,3,197,14.604060913705585,14.218274111675127,57,3,2.3859649122807016
34039,2,1,2,3,191,14.06806282722513,14.261780104712042,80,2,1.7124999999999999
34040,9,1,1,3,103,13.941747572815533,14.45631067961165,56,1,1.2857142857142858
34041,9,2,2,3,135,14.014814814814814,14.125925925925927,50,2,1.9199999999999999
34042,8,2,2,4,121,14.041322314049587,14.239669421487603,75,2,2.2533333333333334
34043,6,2,2,3,108,13.37962962962963,14.462962962962964,56,2,1.8571428571428572
34044,9,2,2,3,127,13.755905511811024,14.196850393700787,55,3,1.3090909090909091
34045,1,1,1,1,60,14.8,13.466666666666667,43,1,1.4883720930232558
34046,3,1,2,3,156,14.096153846153847,13.602564102564102,70,2,1.3714285714285714
34047,1,1,1,2,63,14.174603174603174,14.206349206349206,44,1,0.52272727272727271
34048,0,2,3,2,206,14.868932038834952,13.96116504854369,59,2,1.0677966101694916
34049,3,1,2,3,159,13.981132075471699,13.553459119496855,70,1,1.9428571428571428
34050,0,3,3,3,176,13.721590909090908,14.267045454545455,52,3,1.0961538461538463
34051,4,1,2,3,146,14.294520547945206,14.212328767123287,67,1,2.0149253731343282
34052,0,1,2,2,142,14.443661971830986,13.570422535211268,90,1,2.2111111111111112
34053,0,2,3,3,184,14.331521739130435,14.125,55,4,1.1636363636363636
34054,4,1,2,3,124,13.370967741935484,13.741935483870968,64,1,2.25
34055,3,1,3,3,214,14.294392523364486,14.074766355140186,104,1,1.9326923076923077
34056,9,2,2,2,147,13.612244897959183,14.428571428571429,55,2,1.4727272727272727
34057,5,1,2,3,201,14.208955223880597,14.522388059701493,83,2,1.6385542168674698
34058,3,1,2,3,192,13.614583333333334,14.067708333333334,89,1,1.7865168539325842
34059,5,1,2,3,87,13.620689655172415,14.35632183908046,77,2,1.5194805194805194
34060,0,2,2,2,153,13.431372549019608,14.27450980392157,52,2,1.0769230769230769
34061,0,2,2,2,161,14.453416149068323,14.273291925465838,53,2,1.3584905660377358
34062,6,1,2,2,111,13.927927927927929,14.117117117117116,62,1,2.1774193548387095
34063,1,1,1,1,80,13.8375,14.5,44,1,2.2045454545454546
34064,1,1,1,2,96,13.458333333333334,13.59375,46,1,1.7173913043478262
34065,8,3,2,3,191,14.44502617801047,13.87434554973822,61,3,1.8360655737704918
34066,0,2,2,2,150,13.86,13.806666666666667,54,2,1.7962962962962963
34067,8,3,3,3,181,13.911602209944752,14.497237569060774,65,3,1.6153846153846154
34068,8,2,2,2,150,14.293333333333333,14.146666666666667,51,2,1.1176470588235294
34069,1,1,1,1,79,14.620253164556962,14.481012658227849,45,1,0.17777777777777778
34070,7,1,2,2,121,14.074380165289256,13.661157024793388,67,1,2.1343283582089554
34071,3,2,2,3,155,13.64516129032258,14.051612903225806,75,2,1.6133333333333333
34072,1,1,1,1,40,13.925,14.35,41,1,0.97560975609756095
34073,9,2,2,3,102,14.72549019607843,14.42156862745098,59,4,2.3220338983050848
34074,0,2,2,2,171,14.485380116959064,14.09356725146199,52,2,1.0769230769230769
34075,0,2,3,3,204,13.71078431372549,14.142156862745098,57,2,2.1052631578947367
34076,2,2,3,3,187,14.262032085561497,14.27807486631016,88,2,1.7386363636363635
34077,2,2,3,3,140,13.221428571428572,14.207142857142857,71,2,1.7887323943661972
34078,0,1,3,2,141,14.695035460992909,14.163120567375886,53,3,1.4339622641509433
34079,0,2,2,2,204,14.450980392156863,13.833333333333334,55,2,1.1818181818181819
34080,9,2,2,3,185,14.508108108108107,14.378378378378379,59,2,1.7796610169491525
34081,7,1,2,2,174,14.511494252873563,13.85632183908046,71,2,1.8169014084507042
34082,1,1,1,1,79,14.49367088607595,14.025316455696203,44,1,2.7045454545454546
34083,2,3,2,3,164,14.50609756097561,14.335365853658537,57,3,1.5438596491228069
34084,1,1,1,1,102,13.901960784313726,13.588235294117647,46,1,2.2608695652173911
34085,6,2,2,2,93,14.172043010752688,14.258064516129032,53,3,1.5094339622641511
34086,2,1,2,2,184,14.548913043478262,14.141304347826088,80,1,1.6125
34087,7,1,2,2,94,13.797872340425531,14.159574468085106,62,1,1.4193548387096775
34088,2,1,2,3,149,14.389261744966444,14.288590604026846,82,1,1.6097560975609757
34089,1,1,1,1,96,13.854166666666666,14.072916666666666,48,1,2.1875
34090,0,2,2,2,201,14.348258706467663,13.875621890547263,57,2,1.4210526315789473
34091,0,2,2,2,188,14.207446808510639,14.053191489361701,55,2,2.0363636363636362
34092,9,2,2,3,128,14.015625,13.5546875,52,2,1.0769230769230769
34093,3,1,2,3,116,13.741379310344827,13.629310344827585,67,1,2.2686567164179103
34094,0,2,3,3,199,13.753768844221106,14.155778894472363,57,3,1.4210526315789473
34095,8,2,3,2,162,13.993827160493828,13.845679012345679,80,2,1.7375
34096,1,1,1,1,57,13.666666666666666,14.24561403508772,43,1,1.1162790697674418
34097,7,1,2,2,76,14.0,14.092105263157896,65,1,1.9384615384615385
34098,7,1,2,2,89,14.696629213483146,13.55056179775281,61,1,1.9836065573770492
34099,0,2,2,2,218,13.408256880733944,13.903669724770642,57,2,1.5263157894736843
34100,9,2,2,3,155,13.658064516129032,13.593548387096774,87,1,2.2183908045977012
34101,6,1,2,2,206,13.344660194174757,13.737864077669903,75,1,1.9199999999999999
34102,6,2,3,3,144,13.680555555555555,14.104166666666666,81,2,2.0
34103,5,2,2,3,162,14.296296296296296,14.0,74,2,1.9459459459459461
34104,7,2,3,2,159,13.89937106918239,14.0062893081761,71,2,1.4788732394366197
34105,8,2,2,3,147,13.401360544217686,13.782312925170068,64,2,1.765625
34106,8,2,2,2,284,13.72887323943662,13.588028169014084,62,2,0.91935483870967738
34107,7,1,2,2,155,14.30967741935484,13.574193548387097,65,1,2.3538461538461539
34108,8,2,2,4,198,14.813131313131313,13.883838383838384,78,2,2.0641025641025643
34109,5,1,2,3,230,14.517391304347827,14.021739130434783,112,2,1.4375
34110,5,1,2,2,110,13.718181818181819,14.354545454545455,66,1,1.9545454545454546
34111,7,1,2,3,164,13.920731707317072,14.475609756097562,75,1,1.8266666666666667
34112,8,3,2,3,146,14.08904109589041,14.39041095890411,60,3,2.0166666666666666
34113,2,2,2,3,233,13.721030042918455,13.944206008583691,88,2,1.4431818181818181
34114,0,2,2,2,201,14.388059701492537,13.990049751243781,56,2,1.4464285714285714
34115,5,1,3,3,129,13.922480620155039,13.86046511627907,79,1,2.1392405063291138
34116,9,2,2,3,189,13.396825396825397,14.34920634920635,63,2,2.0476190476190474
34117,9,1,2,2,79,13.759493670886076,14.075949367088608,50,1,1.78
34118,8,3,3,3,178,13.92134831460674,14.561797752808989,71,3,1.704225352112676
34119,8,3,2,3,166,14.596385542168674,14.367469879518072,54,3,1.462962962962963
34120,5,1,3,3,123,13.642276422764228,14.178861788617887,69,2,1.8695652173913044
34121,2,1,2,3,189,13.777777777777779,13.80952380952381,98,1,1.153061224489796
34122,0,2,2,2,179,14.184357541899441,13.664804469273744,51,2,1.5686274509803921
34123,3,2,2,3,148,14.121621621621621,14.243243243243244,66,3,1.9545454545454546
34124,1,1,1,2,88,13.840909090909092,13.829545454545455,47,1,2.0638297872340425
34125,9,2,2,3,145,14.13103448275862,14.179310344827586,58,2,1.9310344827586208
34126,1,1,1,1,87,13.655172413793103,14.379310344827585,45,1,1.7555555555555555
34127,3,1,2,3,165,13.515151515151516,13.836363636363636,90,1,1.4333333333333333
34128,5,2,2,2,103,14.03883495145631,13.601941747572816,55,3,1.9090909090909092
34129,3,2,2,2,226,13.61504424778761,14.455752212389381,69,2,1.4057971014492754
34130,8,3,2,4,142,14.47887323943662,13.725352112676056,54,3,1.037037037037037
34131,9,2,2,2,120,13.541666666666666,14.158333333333333,53,2,1.5094339622641511
34132,9,2,2,3,118,13.94915254237288,14.025423728813559,50,2,1.78
34133,4,1,2,3,157,14.019108280254777,14.006369426751592,72,1,2.2222222222222223
34134,6,2,2,3,173,13.427745664739884,13.815028901734104,58,2,1.5172413793103448
34135,9,2,2,2,193,14.538860103626943,13.792746113989637,60,2,0.68333333333333335
34136,2,1,2,3,150,13.46,14.006666666666666,75,2,2.0266666666666668
34137,3,1,2,3,171,13.90643274853801,14.23391812865497,89,1,1.9887640449438202
34138,4,1,3,3,158,14.208860759493671,14.544303797468354,81,2,2.5555555555555554
34139,7,1,1,3,107,14.551401869158878,14.0,62,1,1.935483870967742
34140,4,1,2,2,112,14.160714285714286,14.446428571428571,77,1,2.1818181818181817
34141,9,2,2,3,140,13.707142857142857,13.542857142857143,50,3,1.9199999999999999
34142,7,1,1,2,91,13.406593406593407,13.637362637362637,60,1,1.6000000000000001
34143,2,1,2,2,183,13.688524590163935,14.289617486338798,77,1,2.0909090909090908
34144,1,1,1,1,65,14.446153846153846,14.076923076923077,44,1,1.6363636363636365
34145,3,1,2,3,161,13.906832298136646,13.695652173913043,78,1,1.5384615384615385
34146,2,2,3,3,154,14.103896103896103,14.155844155844155,82,2,1.8658536585365855
34147,6,2,3,3,156,13.634615384615385,13.833333333333334,76,2,1.4736842105263157
34148,9,2,2,2,154,14.0,14.285714285714286,59,2,1.0847457627118644
34149,4,1,2,2,152,14.125,14.322368421052632,74,1,1.8378378378378379
34150,2,1,2,3,117,14.0,14.05982905982906,73,1,1.9863013698630136
34151,8,3,2,3,209,13.995215311004785,13.679425837320574,63,3,1.6666666666666667
34152,6,3,3,4,125,13.416,14.208,60,3,1.75
34153,0,2,2,2,146,13.76027397260274,14.520547945205479,49,2,1.9591836734693877
34154,0,2,2,3,231,14.021645021645021,14.147186147186147,54,2,0.7592592592592593
34155,0,2,2,2,150,14.326666666666666,13.906666666666666,49,3,1.9387755102040816
34156,7,1,2,2,106,13.943396226415095,14.30188679245283,66,1,1.5757575757575757
34157,6,3,3,3,137,13.89051094890511,13.773722627737227,63,3,2.2857142857142856
34158,1,1,1,1,71,13.901408450704226,14.47887323943662,45,1,2.1555555555555554
34159,1,1,1,1,102,13.323529411764707,14.245098039215685,46,1,1.7173913043478262
34160,0,2,2,2,176,14.284090909090908,14.392045454545455,56,2,1.1607142857142858
34161,3,1,2,3,218,14.46788990825688,13.646788990825687,92,1,1.9130434782608696
34162,1,1,1,2,70,13.7,13.528571428571428,44,1,1.2727272727272727
34163,9,2,2,3,182,14.324175824175825,13.554945054945055,60,2,1.4833333333333334
34164,1,1,1,2,71,13.535211267605634,13.732394366197184,45,1,1.4222222222222223
34165,3,1,1,3,169,13.715976331360947,13.828402366863905,65,1,2.3230769230769233
34166,7,1,2,2,171,14.508771929824562,13.426900584795321,65,1,1.3384615384615384
34167,2,3,3,3,159,14.245283018867925,14.11320754716981,77,2,1.9870129870129871
34168,8,2,2,2,108,14.694444444444445,14.453703703703704,48,2,1.3541666666666667
34169,3,1,2,3,126,14.293650793650794,14.34920634920635,75,1,1.76
34170,4,1,2,3,123,14.252032520325203,13.634146341463415,74,1,2.7162162162162162
34171,4,1,2,3,106,13.69811320754717,14.264150943396226,67,1,2.7313432835820897
34172,1,1,2,2,135,14.437037037037037,14.318518518518518,65,1,1.6153846153846154
34173,9,2,2,4,91,13.615384615384615,14.263736263736265,51,2,1.7254901960784315
34174,6,2,3,4,175,14.045714285714286,14.428571428571429,78,2,1.8461538461538463
34175,6,2,3,2,172,13.63953488372093,14.209302325581396,76,2,1.6973684210526316
34176,3,1,1,3,147,13.408163265306122,13.564625850340136,78,1,1.8205128205128205
34177,7,1,2,2,134,14.23134328358209,14.186567164179104,68,1,2.1029411764705883
34178,7,1,2,2,132,14.143939393939394,13.431818181818182,64,2,2.015625
34179,3,1,2,3,217,14.497695852534562,13.857142857142858,101,1,1.8217821782178218
34180,4,1,2,2,137,14.510948905109489,14.437956204379562,59,1,2.0508474576271185
34181,3,1,2,4,100,13.72,13.6,89,3,2.0337078651685392
34182,3,1,2,3,157,13.980891719745223,14.146496815286625,76,1,1.8026315789473684
34183,4,1,2,3,128,13.9921875,14.3515625,77,1,1.8701298701298701
34184,2,1,2,2,117,13.7008547008547,14.581196581196581,64,1,1.734375
34185,7,1,1,2,111,13.702702702702704,13.495495495495495,61,1,1.180327868852459
34186,5,1,2,3,145,14.082758620689654,14.372413793103448,94,1,2.0425531914893615
34187,6,1,2,2,134,13.417910447761194,13.91044776119403,60,1,1.4833333333333334
34188,5,2,2,3,102,13.735294117647058,13.450980392156863,57,2,1.5438596491228069
34189,0,2,3,2,200,14.215,14.545,60,2,1.4833333333333334
34190,4,1,2,3,177,14.090395480225988,13.915254237288135,79,2,2.1265822784810124
34191,1,1,1,2,70,14.0,14.028571428571428,45,1,1.2222222222222223
34192,9,2,2,3,147,13.680272108843537,14.020408163265307,52,2,1.3653846153846154
34193,1,1,1,2,77,13.519480519480519,14.272727272727273,46,1,1.0434782608695652
